code_iata,code_oaci,name,iso_country,latitude_deg,longitude_deg
UTK,03N,Utirik Airport,MH,11.222219,169.851429
OCA,07FA,Ocean Reef Club Airport,US,25.325399398804,-80.274803161621
CUX,07TE,Cuddihy Field,US,27.7211,-97.512802
CSE,0CO2,Crested Butte Airpark,US,38.851918,-106.928341
CUS,0NM0,Columbus Airport,US,31.823898,-107.629924
JCY,0TE7,LBJ Ranch Airport,US,30.251801,-98.622498
WLR,13Z,Loring Seaplane Base,US,55.601299,-131.636993
NUP,16A,Nunapitchuk Airport,US,60.905591,-162.440454
PTC,16K,Port Alice Seaplane Base,US,55.803,-133.597
ICY,19AK,Icy Bay Airport,US,59.966269,-141.660118
PPV,19P,Port Protection Seaplane Base,US,56.328800201416,-133.61000061035
KKK,1KC,Kalakaket Creek AS Airport,US,64.4166256967,-156.820392609
MHS,1O6,Dunsmuir Muni-Mott Airport,US,41.263199,-122.272003
NIR,1XA2,Chase Field Industrial Airport,US,28.362444,-97.661917
GCT,1Z1,Grand Canyon Bar Ten Airstrip,US,36.258614,-113.231159
ELW,1Z9,Ellamar Seaplane Base,US,60.893818,-146.704038
LVD,2AK,Lime Village Airport,US,61.3591003418,-155.440002441
HGZ,2AK6,Hog River Airport,US,66.176133,-155.684816
OTN,2IG4,Ed-Air Airport,US,38.851782,-87.49987
TLF,2K5,Telida Airport,US,63.393901824951,-153.26899719238
BZT,2TE0,Eagle Air Park,US,28.982200622559,-95.579696655273
HBH,2Z1,Entrance Island Seaplane Base,US,57.412201,-133.43848
FAK,2Z6,False Island Seaplane Base,US,57.5321998596,-135.212997437
BYW,38WA,Blakely Island Airport,US,48.579162,-122.823844
DRF,3AK5,Drift River Airport,US,60.5889015198,-152.162002563
BDF,3IS8,Rinkenberger Restricted Landing Area,US,41.2308998108,-89.61569976810001
TEH,3T4,Tetlin Airport,US,63.124618,-142.518005
VRS,3VS,Roy Otten Memorial Airfield,US,38.427799224854,-92.875198364258
GDH,3Z8,Golden Horn Lodge Seaplane Base,US,59.7470016479,-158.875
ATT,4A2,Atmautluak Airport,US,60.866699,-162.272996
LIV,4AK,Livengood Camp Airport,US,65.467,-148.6534
PDB,4K0,Pedro Bay Airport,US,59.796925,-154.129994
KOZ,4K5,Ouzinkie Airport,US,57.942094,-152.464314
TNK,4KA,Tununak Airport,US,60.569638,-165.246649
WHD,4Z7,Hyder Seaplane Base,US,55.903324,-130.009975
MNT,51Z,Minto Al Wright Airport,US,65.147991,-149.368658
TKI,57A,Tokeen Seaplane Base,US,55.9370994568,-133.32699585
WKK,5A8,Aleknagik / New Airport,US,59.2826004028,-158.617996216
WFB,5KE,Ketchikan Harbor Seaplane Base,US,55.349899,-131.677002
RFK,5MS1,Rollang Field,US,32.953543,-90.845144
NNK,5NK,Naknek Airport,US,58.735633,-157.02216
BKF,5Z9,Lake Brooks Seaplane Base,US,58.554798,-155.776993
BCS,65LA,Southern Seaplane Airport,US,29.866078,-90.021608
MMN,6B6,Minute Man Air Field,US,42.460298,-71.519031
SPQ,6CA3,Catalina Air-Sea Terminal Heliport,US,33.7491989136,-118.275001526
TSS,6N5,East 34th Street Heliport,US,40.742372,-73.972074
NYS,6N7,New York Skyports Inc Seaplane Base,US,40.735061,-73.972814
BWL,6OK6,Earl Henry Airport,US,36.7958984375,-97.3170013428
WYB,78K,Yes Bay Lodge Seaplane Base,US,55.9163017273,-131.800994873
CWS,78WA,Center Island Airport,US,48.490046,-122.831612
TEK,7KA,Tatitlek Airport,US,60.871449,-146.690297
DUF,7NC2,Pine Island Airport,US,36.252744,-75.785256
SSW,7WA5,Stuart Island Airpark,US,48.673379,-123.175439
FOB,82CL,Fort Bragg Airport,US,39.472445,-123.795319
PUL,83Q,Port of Poulsbo Marina Moorage Seaplane Base,US,47.734001159668,-122.64700317383
CCD,84CL,Century City Heliport,US,34.060798645,-118.417999268
WMK,84K,Meyers Chuck Seaplane Base,US,55.7396011353,-132.255004883
AXB,89NY,Maxson Airfield,US,44.312002,-75.90034
REE,8XS8,Reese Airpark,US,33.590301513672,-102.03700256348
WDN,90WA,Waldron Airstrip,US,48.71141,-123.018208
WWP,96Z,Whale Pass Seaplane Float Harbor Facility,US,56.116299,-133.121994
CHU,9A3,Chuathbaluk Airport,US,61.579102,-159.216003
UGS,9A8,Ugashik Airport,US,57.523476,-157.396344
JID,9CA3,Recreation and Conference Center Heliport,US,34.020472,-117.927396
PSQ,9N2,Philadelphia Seaplane Base,US,39.859001159668,-75.299598693848
KLL,9Z8,Levelock Airport,US,59.12606,-156.860906
SGW,A23,Saginaw Seaplane Base,US,56.8862991333,-134.158004761
WTL,A61,Tuntutuliak Airport,US,60.351243,-162.654476
TWA,A63,Twin Hills Airport,US,59.074713,-160.274992
KCQ,A79,Chignik Lake Airport,US,56.2550010681,-158.774993896
AAD,AAD,Adado Airport,SO,6.095802,46.6375
ABP,ABP,Atkamba Airport,PG,-6.06462,141.095173
ACM,ACM,Arica Airport,CO,-2.143713,-71.75935
ADV,ADV,El Daein Airport,SD,11.4023,26.1186
AEE,AEE,Adareil Airport,SS,10.053611,32.959444
AEQ,AEQ,Ar Horqin Airport,CN,43.908407,120.15099
AFK,AFK,Kondavattavana Tank Seaplane Base,LK,7.284,81.644
AFT,AGAF,Afutara Aerodrome,SB,-9.191389,160.948611
RNA,AGAR,Ulawa Airport,SB,-9.86054358262,161.979546547
ATD,AGAT,Uru Harbour Airport,SB,-8.87333,161.011002
VEV,AGBA,Barakoma Airport,SB,-7.912779808044434,156.70599365234375
BPF,AGBT,Batuna Aerodrome,SB,-8.56202777778,158.119305556
GEF,AGEV,Geva Airport,SB,-7.575829982757568,156.5970001220703
AGG,AGG,Angoram Airport,PG,-4.057077,144.073841
AKS,AGGA,Gwaunaru'u Airport,SB,-8.70257,160.682007
BNY,AGGB,Bellona/Anua Airport,SB,-11.3022222222,159.798333333
CHY,AGGC,Choiseul Bay Airport,SB,-6.711944,156.396111
BAS,AGGE,Ballalae Airport,SB,-6.990745,155.886656
FRE,AGGF,Fera/Maringe Airport,SB,-8.1075,159.576996
HIR,AGGH,Honiara International Airport,SB,-9.428,160.054993
MBU,AGGI,Babanakira Airport,SB,-9.7475,159.839005
AVU,AGGJ,Avu Avu Airport,SB,-9.868333,160.410556
IRA,AGGK,Ngorangora Airport,SB,-10.4497003555,161.897994995
SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova Airport,SB,-10.7203,165.794998
MUA,AGGM,Munda Airport,SB,-8.32797,157.263
GZO,AGGN,Nusatupe Airport,SB,-8.09778022766,156.863998413
MNY,AGGO,Mono Airport,SB,-7.416940212249756,155.56500244140625
PRS,AGGP,Parasi Airport,SB,-9.64167022705078,161.4250030517578
RNL,AGGR,Rennell/Tingoa Airport,SB,-11.55,160.062778
EGM,AGGS,Sege Airport,SB,-8.57889,157.876007
NNB,AGGT,Santa Ana Airport,SB,-10.847994,162.454108
RUS,AGGU,Marau Airport,SB,-9.86166954041,160.824996948
VAO,AGGV,Suavanao Airport,SB,-7.58556,158.731003
XYA,AGGY,Yandina Airport,SB,-9.092816,159.21841
AGK,AGK,Kagua Airport,PG,-6.396388888890001,143.853611111
KGE,AGKG,Kaghau Airport,SB,-7.3305,157.585
KUE,AGKU,Kukudu Airport,SB,-8.0262,156.94783
KWS,AGKW,Kwailabesi Airport,SB,-8.360508,160.775127
LLM,AGLM,Lomlom Airport,SB,-10.296828,166.327322
NAZ,AGNA,Nana Airport,SB,-10.6758,162.2049
MHM,AGOB,Manaoba Airport,SB,-8.325008,160.80051
GTA,AGOK,Gatokae Aerodrome,SB,-8.738358,158.202836
RIN,AGRC,Ringi Cove Airport,SB,-8.12639045715332,157.14300537109375
RBV,AGRM,Ramata Airport,SB,-8.168060302734375,157.64300537109375
TLG,AGTI,Tulaghi Heliport,SB,-9.108,160.149166667
AGY,AGY,Argyle Downs Airport,AU,-16.508604,128.922485
AHY,AHY,Ambatolhy Airport,MG,-20.0158333333,45.535
AIC,AIP,Ailinglaplap Airok Airport,MH,7.279422,168.8257
CEX,AK13,Chena Hot Springs Airport,US,65.0518035889,-146.04699707
SOL,AK26,Solomon State Field,US,64.5605,-164.4457
HED,AK33,Herendeen Bay Airport,US,55.802346,-160.901346
TWE,AK49,Taylor Airport,US,65.6792984009,-164.798995972
KTH,AK56,Tikchik Lodge Seaplane Base,US,59.9631996155,-158.477005005
NKI,AK62,Naukati Bay Seaplane Base,US,55.849602,-133.227994
CDL,AK75,Candle 2 Airport,US,65.907699585,-161.925994873
AOS,AK81,Amook Bay Seaplane Base,US,57.4715003967,-153.815002441
BSW,AK97,Boswell Bay Airport,US,60.4230995178,-146.145996094
AKM,AKM,Zakuoma Airport,TD,10.8902777778,19.8172222222
ALZ,ALZ,Alitak Seaplane Base,US,56.897294,-154.249692
AME,AME,Alto Molocue Airport,MZ,-15.6102777778,37.6813888889
AMY,AMY,Ambatomainty Airport,MG,-17.686667,45.623889
INU,ANYN,Nauru International Airport,NR,-0.547458,166.919006
ANZ,ANZ,Angus Downs Airport,AU,-25.0325,132.2748
CTV,AO-0001,Catoca Airport,AO,-9.431359,20.311557
ANL,AO-0005,Andulo Airport,AO,-11.4723,16.710899
CNZ,AO-CNZ,Cangamba Airport,AO,-13.7106,19.861099
DRC,AO-DRC,Dirico Airport,AO,-17.981924,20.768061
NDF,AO-NDF,N'dalatando Airport,AO,-9.280378,14.982432
AOB,AOB,Annanberg Airport,PG,-4.90416666667,144.635833333
AOD,AOD,Abou-Deïa Airport,TD,11.4773,19.2874
APP,APP,Asapa Airport,PG,-8.979167,148.103611
AQY,AQY,Girdwood-Alyeska Airport,US,60.968774,-149.119792
QRF,AR-0005,Bragado Airport,AR,-35.145811,-60.480294
CVI,AR-0007,Caleta Olivia Airport,AR,-46.37428,-67.59409
CNT,AR-0009,Charata Airport,AR,-27.2164,-61.2103
VGS,AR-0010,General Villegas Airport,AR,-34.995728,-62.999725
LMD,AR-0011,Los Menucos Airport,AR,-40.817699,-68.074699
VCF,AR-0017,Valcheta Airport,AR,-40.700001,-66.150002
CPG,AR-0390,Carmen de Patagones Airport,AR,-40.7781,-62.9803
ARP,ARP,Aragip Airport,PG,-9.88333333333,149.483333333
ASZ,ASZ,Asirim Airport,PG,-6.009722222220001,150.368611111
LYT,AU-0081,Lady Elliot Island Airstrip,AU,-24.1129,152.7156
GYZ,AU-0456,Gruyere Airport,AU,-28.034548,123.81506
AGW,AU-AGW,Agnew Airport,AU,-12.1456,142.149369
AYD,AU-AYD,Alroy Downs Airport,AU,-19.2908,136.078995
BYX,AU-BYX,Baniyala Airport,AU,-13.1981,136.227005
COB,AU-COB,Coolibah Airport,AU,-15.548299789428713,130.96200561523438
CRJ,AU-CRJ,Coorabie Airport,AU,-31.894399642944336,132.29600524902344
CRY,AU-CRY,Carlton Hill Airport,AU,-15.50189971923828,128.53399658203125
CSD,AU-CSD,Cresswell Downs Airport,AU,-17.947999954223633,135.91600036621094
DYM,AU-DYM,Diamantina Lakes Airport,AU,-23.761699676513672,141.14500427246094
HIS,AU-HIS,Hayman Island Resort Seaplane Base,AU,-20.059999465942383,148.88099670410156
HLV,AU-HLV,Helenvale Airport,AU,-15.685799598693848,145.21499633789062
KBD,AU-KBD,Kimberley Downs Airport,AU,-17.39780044555664,124.3550033569336
KGR,AU-KGR,Kulgera Airport,AU,-25.8428,133.292007
PEP,AU-PEP,Peppimenarti Airport,AU,-14.1442,130.091003
RDA,AU-RDA,Rockhampton Downs Airport,AU,-18.95330047607422,135.2010040283203
SSK,AU-SSK,Sturt Creek Airport,AU,-19.166400909423828,128.1739959716797
SWB,AU-SWB,Shaw River Airport,AU,-21.510299682617188,119.36199951171876
TWP,AU-TWP,Torwood Airport,AU,-17.363300323486328,143.75
ZVG,AU-ZVG,Springvale Airport,AU,-17.7869,127.669998
AWR,AWR,Awar Airport (unusable),PG,-4.122278,144.853292
AXF,AXF,Alxa Left Banner Bayanhot Airport,CN,38.74831,105.58858
AXO,AXO,Pantar Kabir Airport,ID,-8.244832,124.219108
AMF,AYAA,Ama Airport,PG,-4.10111111111,141.67
UAE,AYAE,Mount Aue Airport,PG,-6.229978,144.664181
AFR,AYAF,Afore Airstrip,PG,-9.13867,148.390701
AUP,AYAG,Agaun Airport,PG,-9.927715,149.389951
ATP,AYAI,Aitape Airport,PG,-3.143611,142.346806
AIH,AYAK,Aiambak Airport,PG,-7.342777777779999,141.2675
AMU,AYAM,Amanab Airport,PG,-3.586,141.214333333
ADC,AYAN,Andakombe Airport,PG,-7.13722222222,145.744722222
AIE,AYAO,Aiome Airport,PG,-5.145699978,144.7307003
KPM,AYAQ,Kompiam Airport,PG,-5.38166666667,143.924722222
AUJ,AYAT,Ambunti Airport,PG,-4.21566666667,142.823166667
AWB,AYAW,Awaba Airport,PG,-8.013414,142.752099
AEK,AYAX,Aseki Airport,PG,-7.350805,146.193994
AYU,AYAY,Aiyura Airport,PG,-6.33805555556,145.904166667
VMU,AYBA,Baimuru Airport,PG,-7.49686002731,144.819900513
BCP,AYBC,Bambu Airport,PG,-5.863611111110001,146.4925
BNM,AYBD,Bodinumu Airport,PG,-9.10777777778,147.666722222
BMZ,AYBF,Bamu Airport,PG,-7.8485,143.2433
BDZ,AYBG,Baindoung Airport,PG,-6.34722222222,146.942222222
BSP,AYBH,Bensbach Airport,PG,-8.85805555556,141.259444444
BWP,AYBI,Bewani Airport,PG,-3.0216666666700003,141.165277778
BUA,AYBK,Buka Airport,PG,-5.422319889068604,154.67300415039062
BAA,AYBL,Bialla Airport,PG,-5.3305602073700005,151.007995605
OPU,AYBM,Balimo Airport,PG,-8.05000019073,142.932998657
BMH,AYBO,Bomai Airport,PG,-6.37316666667,144.637
BPD,AYBP,Bapi Airstrip,PG,-7.743611111110001,147.020555556
BPK,AYBQ,Biangabip Airport,PG,-5.526389,141.744583
BRP,AYBR,Biaru Airport,PG,-7.6693,146.7594
BUL,AYBU,Bulolo Airport,PG,-7.216286671410001,146.649541855
XBN,AYBZ,Biniguni Airport,PG,-9.6425,149.303889
CVB,AYCB,Chungribu Airport,PG,-4.80662,144.714996
CGC,AYCG,Cape Gloucester Airport,PG,-5.455231,148.422289
CMU,AYCH,Chimbu Airport,PG,-6.024290084838867,144.9709930419922
SQT,AYCS,China Strait Airstrip,PG,-10.5627777778,150.690694444
DBP,AYDB,Debepare Airport,PG,-6.30861111111,141.905555556
DER,AYDE,Derim Airport,PG,-6.14472222222,147.107222222
BNT,AYDI,Bundi Airport,PG,-5.742222222220001,145.2275
MDM,AYDK,Munduku Airport,PG,-4.6204,143.4516
KPF,AYDL,Kondobol Airport,PG,-8.5336,142.5049
DNU,AYDN,Dinangat Airport,PG,-6.1546,146.6772
DOI,AYDO,Doini Airport,PG,-10.7009,150.7218
DOO,AYDR,Dorobisoro Airport,PG,-9.461855,147.920907
DAU,AYDU,Daru Airport,PG,-9.08676,143.207993
KRU,AYEA,Kerau Airport,PG,-8.271612,147.071899
EMS,AYEB,Embessa Airport,PG,-9.447,148.7628
XYR,AYED,Edwaki Airport,PG,-3.883986,141.792234
EMI,AYEE,Emirau Airport,PG,-1.653949991,149.9757667
EFG,AYEF,Efogi Airport,PG,-9.15380555556,147.659805556
MHY,AYEH,Morehead Airport,PG,-8.71411111111,141.644444444
EPT,AYEL,Eliptamin Airport,PG,-5.0412,141.6779
EGA,AYEN,Engati Airstrip,PG,-6.9179,146.1053
EMO,AYEO,Emo River Airstrip,PG,-9.1234,148.0415
ERU,AYER,Erume Airport,PG,-8.2538,146.9747
MFZ,AYES,Meselia Airport,PG,-6.1364,149.1183
BOT,AYET,Bosset Airport,PG,-7.237257,141.1063222
ERE,AYEV,Erave Airport,PG,-6.60646315446,143.900213242
SWE,AYEW,Siwea Airport,PG,-6.284181,147.582371
FNE,AYFA,Fane Airport,PG,-8.54927777778,147.085833333
FRQ,AYFE,Feramin Airport,PG,-5.208,141.6988
FIN,AYFI,Finschhafen Airport,PG,-6.621750109,147.85405
FAQ,AYFR,Frieda River Airport,PG,-4.610468,141.960138
FUM,AYFU,Fuma Airport,PG,-6.3933,142.4408
GKA,AYGA,Goroka Airport,PG,-6.081689834590001,145.391998291
GEW,AYGC,Gewoia Airport,PG,-9.2263,148.4949
GUG,AYGF,Guari Airport,PG,-8.1286,146.8722
GRL,AYGG,Garasa Airport,PG,-7.980713,147.213461
GAR,AYGI,Garaina Airport,PG,-7.875625,147.141266
GAZ,AYGJ,Guasopa Airport,PG,-9.225918,152.944352
GOE,AYGL,Gonaili Airport,PG,-5.527716614,151.5733333
GUR,AYGN,Gurney Airport,PG,-10.3114995956,150.333999634
GAP,AYGP,Gusap Airport,PG,-6.053196,145.959047
PNP,AYGR,Girua Airport,PG,-8.80453968048,148.309005737
GBC,AYGS,Gasuke Airport,PG,-6.1028,141.7393
GMI,AYGT,Gasmata Island Airport,PG,-6.27111005783,150.330993652
AKG,AYGU,Anguganak Airport,PG,-3.560504,142.217307
GVI,AYGV,Green River Airport,PG,-3.90224289894,141.170516968
GOC,AYGX,Gora Airstrip,PG,-9.0021,148.2364
HBD,AYHB,Habi Airport,PG,-6.32,142.4893
HNI,AYHE,Heiweni Airport,PG,-7.4223,146.4276
HYF,AYHF,Hayfields Airport,PG,-3.69838,143.057902
HNN,AYHH,Honinabi Airport,PG,-6.2457,142.1771
HKN,AYHK,Hoskins Airport,PG,-5.463846,150.407327
HIT,AYHO,Haivaro Airport,PG,-6.9406,143.059
HWA,AYHU,Hawabango Airport,PG,-7.392994,146.003487
IIS,AYIA,Nissan Island Airport,PG,-4.49972009659,154.225997925
IDN,AYID,Indagen Airport,PG,-6.22663,147.244
IMN,AYII,Imane Airport,PG,-6.7524,146.1072
KGM,AYIM,Kungim Airport,PG,-5.671,141.03
IMD,AYIO,Imonda Airport,PG,-3.328,141.1573
KIE,AYIQ,Aropa Airport,PG,-6.305417,155.728139
IAL,AYIU,Ialibu Airport,PG,-6.2782,143.9944
WSA,AYIW,Wasua Airport,PG,-8.2836,142.8697
WIU,AYIX,Witu Airport,PG,-4.689522,149.440112
MPX,AYIY,Miyanmin Airport,PG,-4.903055555560001,141.620833333
KGH,AYJO,Yongai Airport,PG,-8.5289,147.4603
JOP,AYJS,Josephstaal Airport,PG,-4.74708333333,145.007083333
LSA,AYKA,Losuia Airport,PG,-8.505820274353027,151.08099365234375
KBM,AYKB,Kabwum,PG,-6.15547222222,147.191472222
KDR,AYKC,Kandrian Airport,PG,-6.19217,149.54783
KMF,AYKD,Kamina Airport,PG,-7.64925,145.956944444
KPA,AYKG,Kopiago Airport,PG,-5.3883,142.4977
KAQ,AYKH,Kamulai Airport,PG,-8.150694444440001,146.834
UNG,AYKI,Kiunga Airport,PG,-6.1257100105285645,141.28199768066406
KNE,AYKJ,Kanainj Airport,PG,-5.2903,144.7072
KRI,AYKK,Kikori Airport,PG,-7.42438,144.250076
KMA,AYKM,Kerema Airport,PG,-7.96361017227,145.770996094
KKD,AYKO,Kokoda Airport,PG,-8.884679,147.730957
KGW,AYKQ,Kagi Airport,PG,-9.13591666667,147.669444444
KRX,AYKR,Kar Kar Airport,PG,-4.557,145.9404
KZF,AYKT,Kaintiba Airport,PG,-7.50025,146.033833333
KUQ,AYKU,Kuri Airport,PG,-7.135083,143.276111
KVG,AYKV,Kavieng Airport,PG,-2.57940006256,150.807998657
KWO,AYKW,Kawito Airport,PG,-7.977006912229999,142.823577881
LNV,AYKY,Londolovit Airport,PG,-3.04361009598,152.628997803
LAB,AYLB,Lab Lab Airport,PG,-5.7204,148.0566
KEG,AYLG,Keglsugl Airport,PG,-5.83277777778,145.097222222
KII,AYLI,Kibuli Airstrip,PG,-9.006528,142.698056
LGN,AYLL,Linga Linga Airport,PG,-5.5319444444400006,149.734166667
LNM,AYLN,Langimar Airport,PG,-7.22313888889,146.227083333
LWI,AYLO,Lowai Airport,PG,-6.3344,146.6458
LPN,AYLP,Leron Plains Airport,PG,-6.3917,146.3434
LNG,AYLS,Lese Airport,PG,-8.2799,146.2765
LNC,AYLT,Lengbati Airport,PG,-6.384611111110001,147.368638889
LMI,AYLU,Lumi Airport,PG,-3.47683951134,142.041292191
LSJ,AYLX,Long Island Airport,PG,-5.3604,147.0177
AYM,AYM,Yas Island Seaplane Base,AE,24.467,54.6103
MRM,AYMA,Manari Airport,PG,-9.1908,147.6219
OBM,AYMB,Morobe Airport,PG,-7.74,147.59
MYX,AYMC,Menyamya Airport,PG,-7.21166666667,146.019361111
MAG,AYMD,Madang Airport,PG,-5.20707988739,145.789001465
HGU,AYMH,Mount Hagen Kagamuga Airport,PG,-5.828212,144.299412
MXK,AYMI,Mindik Airport,PG,-6.47166666667,147.441138889
MPG,AYMJ,Makini Airport,PG,-6.532222222220001,147.651166667
GUV,AYML,Mougulu Airport,PG,-6.280859,142.420775
MDU,AYMN,Mendi Airport,PG,-6.14774,143.656998
MAS,AYMO,Momote Airport,PG,-2.06189,147.423996
MLQ,AYMP,Malalaua Airport,PG,-8.07138888889,146.155472222
MQO,AYMQ,Malam Airport,PG,-8.70916666667,142.649722222
MXH,AYMR,Moro Airport,PG,-6.36332988739,143.238006592
MIS,AYMS,Misima Island Airport,PG,-10.6892004013,152.837997437
MKN,AYMV,Malekolon Airport,PG,-4.02343055556,153.657277778
MWG,AYMW,Marawaka Airport,PG,-6.9736,145.8849
MPU,AYMZ,Mapua(Mabua) Airport,PG,-2.81138888889,151.991111111
NKN,AYNA,Nankina Airport,PG,-5.837,146.4533
KEX,AYNB,Kanabea Airport,PG,-7.538888888890001,145.905
NDN,AYNC,Nadunumu Airport,PG,-9.14355555556,147.68425
AUI,AYND,Aua Island Airport,PG,-1.46055555556,143.064722222
GBF,AYNE,Negarbo(Negabo) Airport,PG,-6.567778,144.703058
MFO,AYNG,Manguna Airport,PG,-5.577778,151.792333
NUG,AYNI,Nuguria Airstrip,PG,-3.4075,154.7383
NDI,AYNJ,Namudi Airport,PG,-9.47375,148.329416667
KSB,AYNM,Kasonombe Airport,PG,-6.3819,146.9859
KDP,AYNN,Kandep Airport,PG,-5.84061111111,143.507222222
NMN,AYNO,Nomane Airport,PG,-6.32183,145.070667
BXZ,AYNS,Bunsil Airport,PG,-5.7243,147.8667
UKU,AYNU,Nuku Airport,PG,-3.676651,142.484334
ATN,AYNX,Namatanai Airport,PG,-3.6695,152.438
NBA,AYNY,Nambaiyufa Airport,PG,-6.2412,145.2424
LAE,AYNZ,Nadzab Airport,PG,-6.569803,146.725977
OBX,AYOB,Obo Airport,PG,-7.590622421369999,141.324262619
KGB,AYOE,Konge Airport,PG,-6.2239,147.2152
OKV,AYOF,Okao Airport,PG,-5.55666666667,141.032777778
OGE,AYOG,Ogeranang Airport,PG,-6.46675,147.364166667
OKP,AYOJ,Oksapmin Airport,PG,-5.2261,142.2259
HOC,AYOK,Komako Airport,PG,-7.3984,145.8827
KQL,AYOL,Kol Airport,PG,-5.73116666667,144.846
OSE,AYOM,Omora Airport,PG,-7.82777777778,147.080638889
KOM,AYOO,Komo-Manda Airport,PG,-6.0682,142.8598
KSP,AYOP,Kosipe Airport,PG,-8.450716,147.209195
KCJ,AYOQ,Komaio Airport,PG,-7.2714,143.5952
OLQ,AYOV,Olsobip Airport,PG,-5.3897222222200005,141.515277778
KDE,AYOW,Koroba Airport,PG,-5.6952,142.7441
OPB,AYOY,Open Bay Airport,PG,-4.794727,151.696195
PLE,AYPB,Paiela Airport,PG,-5.372407,142.975774
PGB,AYPC,Pangoa Airport,PG,-7.0226,141.5605
PDI,AYPD,Pindiu Airport,PG,-6.445138888890001,147.515833333
APR,AYPE,April River Airport,PG,-4.67666666667,142.540138889
PGN,AYPG,Pangia Airport,PG,-6.386,144.1084
PMP,AYPJ,Pimaga Airport,PG,-6.49916666667,143.510277778
MPF,AYPO,Mapoda Airport,PG,-7.979,143.1694
PMN,AYPQ,Pumani Airport,PG,-9.7469,149.4766
WLU,AYPU,Walluanda Airport,PG,-6.475161,143.987222
POM,AYPY,Port Moresby Jacksons International Airport,PG,-9.44338035583496,147.22000122070312
KRJ,AYQA,Karawari Airstrip,PG,-4.59666666667,143.5225
TLP,AYQL,Tumolbil Airport,PG,-4.7748,141.0133
SPH,AYQO,Sopu Airport,PG,-8.3038,147.1659
ONB,AYQQ,Ononge Airport,PG,-8.67436111111,147.262416667
SXA,AYQS,Sialum Airport,PG,-6.0908,147.5955
KIQ,AYRA,Kira Airport,PG,-8.065111111110001,147.332027778
RBP,AYRE,Raba Raba Airport,PG,-9.97111111111,149.832222222
RMN,AYRG,Rumginae Airport,PG,-5.89722222222,141.271666667
KMR,AYRI,Karimui Airport,PG,-6.4921,144.823
RKU,AYRK,Kairuku Airport,PG,-8.817000054,146.5243833
MWI,AYRM,Maramuni Airport,PG,-5.13,143.4829
KOR,AYRO,Kakoro(Koroko) Airstrip,PG,-7.83466666667,146.5335
MRH,AYRV,May River Airstrip,PG,-4.3615,141.785
SBE,AYSA,Suabi Airport,PG,-6.10444444444,142.278333333
SDI,AYSD,Saidor Airport,PG,-5.62713888889,146.462777778
NIS,AYSE,Simberi Airport,PG,-2.66222222222,151.997777778
SFU,AYSF,Safia Airport,PG,-9.59305555556,148.636111111
SIL,AYSG,Sila Airport,PG,-9.07355555556,148.38925
SBV,AYSH,Sabah Airport,PG,-5.5765,155.0489
SIM,AYSJ,Simbai Airport,PG,-5.278611111110001,144.544722222
SGK,AYSK,Sengapi Airstrip,PG,-5.12583333333,144.323611111
SXH,AYSL,Sehulea Airport,PG,-9.96452777778,151.161861111
SBC,AYSO,Selbang Airport,PG,-5.315,141.752
SMH,AYSP,Sapmanga Airport,PG,-6.075277777779999,146.811111111
SPV,AYSQ,Sepik Plains Airport,PG,-3.8821,143.6734
TDS,AYSS,Sasereme Airport,PG,-7.6217,142.868
SKC,AYSU,Suki Airport,PG,-8.0466,141.7222
SXW,AYSV,Sauren Airport,PG,-5.9701,148.8543
SWG,AYSW,Satwag Airport,PG,-6.13955555556,147.279166667
MBV,AYSX,Masa Airport,PG,-6.345,147.591
TIZ,AYTA,Tari Airport,PG,-5.845,142.947998
TBG,AYTB,Tabubil Airport,PG,-5.280471,141.227576
TFM,AYTE,Telefomin Airport,PG,-5.12608,141.641922
TDB,AYTF,Tetebedi Airport,PG,-9.1586,148.0686
TGL,AYTG,Tagula Airport,PG,-11.3311111111,153.202916667
TFB,AYTH,Tifalmin Airport,PG,-5.117249,141.418076
TPI,AYTI,Tapini Airport,PG,-8.35666666667,146.989166667
RAB,AYTK,Tokua Airport,PG,-4.34046,152.380005
TKW,AYTN,Tekin Airport,PG,-5.243667,142.165194
KDQ,AYTO,Kamberatoro Airport,PG,-3.600556,141.051667
TEP,AYTP,Tep Tep Airport,PG,-5.9553,146.5595
TBQ,AYTR,Tarabo Airport,PG,-6.46666666667,145.532222222
TSW,AYTS,Tsewi Airport,PG,-7.0695,146.1272
TRJ,AYTT,Tarakbits Airport,PG,-5.614,141.0421
TFI,AYTU,Tufi Airport,PG,-9.07595443726,149.319839478
TBE,AYTV,Timbunke Airport,PG,-4.196633,143.519222
TWY,AYTW,Tawa Airport,PG,-7.4463,146.1067
TEO,AYTY,Terapo Airport,PG,-8.16972222222,146.194444444
TKB,AYTZ,Tekadu Airport,PG,-7.6808,146.5503
UMC,AYUC,Umba Airport,PG,-7.0214,145.966
URU,AYUE,Uroubi Airport,PG,-9.5162,148.5591
UBI,AYUI,Buin Airport,PG,-6.72916666667,155.683333333
AUV,AYUM,Aumo Airport,PG,-5.731111111110001,148.445277778
GLP,AYUP,Gulgubip Airport,PG,-5.2808,141.5411
UPR,AYUR,Upiara Airport,PG,-8.5411,142.6503
KUX,AYUY,Kuyol Airport,PG,-5.372361111110001,141.623888889
